number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_subsample,system_attrs_grid_id,system_attrs_search_space,state
191,0.6623984368173284,2025-01-09 19:01:11.054742,2025-01-09 19:01:16.680401,0 days 00:00:05.625659,1.0,0.01,3,1,0.8,191,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
192,0.7505596729515597,2025-01-09 19:01:16.680645,2025-01-09 19:01:27.821776,0 days 00:00:11.141131,0.8,0.3,5,5,0.8,192,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
193,0.7331379354993782,2025-01-09 19:01:27.822031,2025-01-09 19:01:33.023152,0 days 00:00:05.201121,0.6,0.1,3,3,0.8,193,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
194,0.7478316665895649,2025-01-09 19:01:33.023395,2025-01-09 19:01:47.202035,0 days 00:00:14.178640,1.0,0.1,5,1,0.8,194,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
195,0.7475514078899799,2025-01-09 19:01:47.202285,2025-01-09 19:02:16.070692,0 days 00:00:28.868407,0.8,0.1,7,1,0.8,195,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
196,0.6956343527162208,2025-01-09 19:02:16.071001,2025-01-09 19:02:47.820550,0 days 00:00:31.749549,1.0,0.01,7,3,1.0,196,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
197,0.7434233808206611,2025-01-09 19:02:47.820823,2025-01-09 19:03:13.960544,0 days 00:00:26.139721,1.0,0.1,7,5,1.0,197,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
198,0.7462217578168312,2025-01-09 19:03:13.960812,2025-01-09 19:03:27.588375,0 days 00:00:13.627563,1.0,0.3,5,1,0.6,198,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
199,0.7305489815105137,2025-01-09 19:03:27.588689,2025-01-09 19:03:32.813406,0 days 00:00:05.224717,0.6,0.1,3,3,1.0,199,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
200,0.658480053045996,2025-01-09 19:03:32.813653,2025-01-09 19:03:38.421255,0 days 00:00:05.607602,1.0,0.01,3,3,1.0,200,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
201,0.7529392773633458,2025-01-09 19:03:38.421497,2025-01-09 19:03:44.001987,0 days 00:00:05.580490,0.8,0.3,3,5,0.8,201,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
202,0.7438431814282229,2025-01-09 19:03:44.002232,2025-01-09 19:03:57.871181,0 days 00:00:13.868949,1.0,0.1,5,3,1.0,202,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
203,0.7453120307349558,2025-01-09 19:03:57.871498,2025-01-09 19:04:09.434130,0 days 00:00:11.562632,0.8,0.3,5,3,0.6,203,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
204,0.7308291423031293,2025-01-09 19:04:09.434376,2025-01-09 19:04:14.644419,0 days 00:00:05.210043,0.6,0.1,3,1,1.0,204,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
205,0.6914359550127267,2025-01-09 19:04:14.644670,2025-01-09 19:04:27.456583,0 days 00:00:12.811913,1.0,0.01,5,5,0.6,205,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
206,0.7077388850501197,2025-01-09 19:04:27.456842,2025-01-09 19:04:55.251504,0 days 00:00:27.794662,0.8,0.01,7,1,0.6,206,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
207,0.6632375729743477,2025-01-09 19:04:55.251745,2025-01-09 19:05:00.494952,0 days 00:00:05.243207,0.8,0.01,3,1,0.8,207,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
208,0.749720267550375,2025-01-09 19:05:00.495198,2025-01-09 19:05:22.103908,0 days 00:00:21.608710,1.0,0.3,7,3,1.0,208,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
209,0.6900365951774454,2025-01-09 19:05:22.104186,2025-01-09 19:05:35.490470,0 days 00:00:13.386284,1.0,0.01,5,3,0.8,209,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
210,0.7502099492572655,2025-01-09 19:05:35.490722,2025-01-09 19:05:51.595707,0 days 00:00:16.104985,0.6,0.3,7,5,0.8,210,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
211,0.7309691492692101,2025-01-09 19:05:51.595997,2025-01-09 19:05:57.625273,0 days 00:00:06.029276,1.0,0.1,3,5,1.0,211,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
212,0.74783098124078,2025-01-09 19:05:57.625514,2025-01-09 19:06:29.857544,0 days 00:00:32.232030,1.0,0.1,7,1,0.8,212,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
213,0.7342575261699209,2025-01-09 19:06:29.857914,2025-01-09 19:06:35.504451,0 days 00:00:05.646537,0.8,0.1,3,5,0.8,213,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
214,0.7488105404684996,2025-01-09 19:06:35.504697,2025-01-09 19:06:47.195023,0 days 00:00:11.690326,0.8,0.3,5,3,0.8,214,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
215,0.7503504212814505,2025-01-09 19:06:47.195263,2025-01-09 19:07:12.568240,0 days 00:00:25.372977,1.0,0.3,7,1,0.8,215,"{'colsample_bytree': [0.6, 0.8, 1.0], 'learning_rate': [0.01, 0.1, 0.3], 'max_depth': [3, 5, 7], 'min_child_weight': [1, 3, 5], 'subsample': [0.6, 0.8, 1.0]}",COMPLETE
